feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,-0.00395170396290489,0.000278821199189263,-0.428747140800652,0.668298509876891,0.973398620625947,-8.63841132004291,9.73e-01,6.68e-01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,-0.00442140567642861,-0.00180115545528613,-0.421993844535349,0.673217382967962,0.973398620625947,-8.64128810864078,9.73e-01,6.73e-01
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum,-0.0188595010027847,0.0175093605958373,-0.419666707652817,0.674915657997103,0.973398620625947,-8.64226885602268,9.73e-01,6.75e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis,-0.00281124345770944,-0.00366262729550255,-0.401466829423697,0.688254120540622,0.973398620625947,-8.64975206943206,9.73e-01,6.88e-01
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,-0.000557037187837285,-0.00741705042564536,-0.399594200564767,0.68963216952462,0.973398620625947,-8.65050322617796,9.73e-01,6.90e-01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,-0.00871669576559545,0.00293874446451909,-0.39572845232495,0.69248019915926,0.973398620625947,-8.65204277062695,9.73e-01,6.92e-01
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,-0.000781704169670321,-0.00698751872486174,-0.394672482699291,0.69325892931747,0.973398620625947,-8.65246071255582,9.73e-01,6.93e-01
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,-0.00197482876457068,-0.00499043109422046,-0.392461700692754,0.694890333919868,0.973398620625947,-8.65333210326243,9.73e-01,6.95e-01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,0.00254072124767419,-0.00414346049758969,0.3910119115824,0.695960948853521,0.973398620625947,-8.65390088904252,9.73e-01,6.96e-01
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,-0.00730565405007094,0.00577942773368716,-0.387589147327453,0.698490941282912,0.973398620625947,-8.65523537254944,9.73e-01,6.98e-01
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,-0.00758559000503397,0.000626534355560692,-0.386232239224588,0.699494854892511,0.973398620625947,-8.65576116466338,9.73e-01,6.99e-01
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,-0.0150423331867666,0.0121192081068074,-0.384956221250218,0.700439402654699,0.973398620625947,-8.65625393111569,9.73e-01,7.00e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,-0.0182196036129152,0.0429154699464524,-0.381950094692725,0.702666465435193,0.973398620625947,-8.65740838043836,9.73e-01,7.03e-01
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,-0.000398681111279152,-0.00758583247427822,-0.380576282476918,0.70368509665895,0.973398620625947,-8.65793295720479,9.73e-01,7.04e-01
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,-0.000361031970958811,-0.00764478261822462,-0.379849496322107,0.704224197803782,0.973398620625947,-8.65820970935456,9.73e-01,7.04e-01
